年份,物种名,样线编码,调查次序,省份,长度,宽度,起点经度,起点纬度,物种数量
2020,白鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,山斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,灰喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,6
2020,喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,山斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,大斑啄木鸟,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,灰喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,4
2020,麻雀,1300121007,2,河北,100,100,114.16945,38.24606,12
2020,珠颈斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,家燕,1300121007,2,河北,100,100,114.16945,38.24606,6
2020,棕头鸦雀,1300121007,2,河北,100,100,114.16945,38.24606,5
2020,池鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,冠鱼狗,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,苍鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,环颈鸻,1300121007,2,河北,100,100,114.16945,38.24606,3
2020,白鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,池鹭,1300121007,2,河北,100,100,114.16945,38.24606,4
2020,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,6
2020,环颈鸻,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,黑卷尾,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,金眶鸻,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,苍鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,白鹡鸰,1300121007,2,河北,100,100,114.16945,38.24606,7
2020,戴胜,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,斑嘴鸭,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,环颈雉,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,12
2020,麻雀,1300121007,2,河北,100,100,114.16945,38.24606,21
2020,灰椋鸟,1300121007,2,河北,100,100,114.16945,38.24606,4
2020,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,白鹭,1300121007,2,河北,100,100,114.16945,38.24606,3
2020,家燕,1300121005,2,河北,100,100,114.22889,38.27194,5
2020,池鹭,1300121005,2,河北,100,100,114.22889,38.27194,2
2020,白鹭,1300121005,2,河北,100,100,114.22889,38.27194,2
2020,苍鹭,1300121005,2,河北,100,100,114.22889,38.27194,2
2020,斑嘴鸭,1300121005,2,河北,100,100,114.22889,38.27194,1
2020,山斑鸠,1300121005,2,河北,100,100,114.22889,38.27194,2
2020,白鹭,1300121005,2,河北,100,100,114.22889,38.27194,1
2020,棕头鸦雀,1300121009,2,河北,100,100,113.84259,38.67867,4
2020,红嘴蓝鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,普通翠鸟,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,灰鹡鸰,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,苍鹭,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,鸳鸯,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,大山雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,环颈雉,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,苍鹭,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,黄喉鹀,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,戴胜,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,黄鹡鸰,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,大山雀,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,黑鹳,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,大斑啄木鸟,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,大山雀,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,棕头鸦雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,北红尾鸲,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,山麻雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,山麻雀,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,三道眉草鹀,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,灰鹡鸰,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,灰眉岩鹀,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,北红尾鸲,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,远东树莺,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,大山雀,1300121009,2,河北,100,100,113.84259,38.67867,2
2020,北红尾鸲,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,星鸦,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,云南柳莺,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,冠纹柳莺,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,棕头鸦雀,1300121009,2,河北,100,100,113.84259,38.67867,6
2020,山噪鹛,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,黄腹山雀,1300121009,2,河北,100,100,113.84259,38.67867,2
2020,北红尾鸲,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,棕眉柳莺,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,白鹡鸰,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,大鹰鹃,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,大山雀,1300121009,2,河北,100,100,113.84259,38.67867,4
2020,环颈雉,1300121009,2,河北,100,100,113.84259,38.67867,1
2020,喜鹊,1300121005,2,河北,100,100,114.22889,38.27194,5
2020,大杜鹃,1300121005,2,河北,100,100,114.22889,38.27194,1
2020,黑翅长脚鹬,1300121005,2,河北,100,100,114.22889,38.27194,22
2020,普通燕鸻,1300121005,2,河北,100,100,114.22889,38.27194,1
2020,黑卷尾,1300121005,2,河北,100,100,114.22889,38.27194,1
2020,家燕,1300121005,2,河北,100,100,114.22889,38.27194,20
2020,苇鹀,1300121005,2,河北,100,100,114.22889,38.27194,6
2020,云南柳莺,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,冠纹柳莺,1300121010,1,河北,100,100,113.82812,38.75022,3
2020,褐柳莺,1300121010,1,河北,100,100,113.82812,38.75022,2
2020,黄眉柳莺,1300121010,1,河北,100,100,113.82812,38.75022,3
2020,环颈雉,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,远东树莺,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,三道眉草鹀,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,远东树莺,1300121010,1,河北,100,100,113.82812,38.75022,2
2020,环颈雉,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,冠纹柳莺,1300121010,1,河北,100,100,113.82812,38.75022,2
2020,褐头山雀,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,灰山椒鸟,1300121010,1,河北,100,100,113.82812,38.75022,1
2020,北红尾鸲,1300121001,2,河北,100,100,113.81472,38.68389,2
2020,环颈雉,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,2,河北,100,100,113.81472,38.68389,4
2020,小嘴乌鸦,1300121001,2,河北,100,100,113.81472,38.68389,2
2020,远东树莺,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,红嘴蓝鹊,1300121001,2,河北,100,100,113.81472,38.68389,2
2020,麻雀,1300121001,2,河北,100,100,113.81472,38.68389,5
2020,北红尾鸲,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,岩鸽,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,2,河北,100,100,113.81472,38.68389,5
2020,大山雀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,远东树莺,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,岩鸽,1300121001,2,河北,100,100,113.81472,38.68389,4
2020,小嘴乌鸦,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,环颈雉,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,褐河乌,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,大斑啄木鸟,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,棕头鸦雀,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,灰鹡鸰,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,白鹡鸰,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,大斑啄木鸟,1300121006,1,河北,100,100,113.75666,38.56186,1
2020,家燕,1300121007,2,河北,100,100,114.16945,38.24606,4
2020,四声杜鹃,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,白头鹎,1300121007,2,河北,100,100,114.16945,38.24606,4
2020,麻雀,1300121007,2,河北,100,100,114.16945,38.24606,13
2020,珠颈斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,大杜鹃,1300121007,2,河北,100,100,114.16945,38.24606,1
2020,小䴙䴘,1300121007,1,河北,100,100,114.16945,38.24606,8
2020,白鹭,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,家燕,1300121007,1,河北,100,100,114.16945,38.24606,11
2020,麻雀,1300121007,1,河北,100,100,114.16945,38.24606,22
2020,白头鹎,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,池鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,黑水鸡,1300121007,1,河北,100,100,114.16945,38.24606,5
2020,苍鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,白鹡鸰,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,灰椋鸟,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,白鹭,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,喜鹊,1300121007,1,河北,100,100,114.16945,38.24606,12
2020,池鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,白鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,小䴙䴘,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,池鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,山斑鸠,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,黑卷尾,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,白鹡鸰,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,黑水鸡,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,三道眉草鹀,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,大杜鹃,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,小䴙䴘,1300121007,1,河北,100,100,114.16945,38.24606,15
2020,四声杜鹃,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,苍鹭,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,黑水鸡,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,池鹭,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,棕头鸦雀,1300121007,1,河北,100,100,114.16945,38.24606,12
2020,白头鹎,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,金翅雀,1300121007,1,河北,100,100,114.16945,38.24606,2
2020,家燕,1300121007,1,河北,100,100,114.16945,38.24606,10
2020,斑嘴鸭,1300121007,1,河北,100,100,114.16945,38.24606,8
2020,环颈鸻,1300121007,1,河北,100,100,114.16945,38.24606,9
2020,池鹭,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,普通翠鸟,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,黑卷尾,1300121007,1,河北,100,100,114.16945,38.24606,4
2020,喜鹊,1300121007,1,河北,100,100,114.16945,38.24606,5
2020,红尾伯劳,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,灰喜鹊,1300121007,1,河北,100,100,114.16945,38.24606,6
2020,戴胜,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,珠颈斑鸠,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,山斑鸠,1300121007,1,河北,100,100,114.16945,38.24606,5
2020,普通翠鸟,1300121007,1,河北,100,100,114.16945,38.24606,1
2020,小䴙䴘,1300121007,1,河北,100,100,114.16945,38.24606,3
2020,山麻雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,星鸦,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,棕眉柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,星鸦,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,云南柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,大山雀,1300121003,2,河北,100,100,113.82556,38.74806,2
2020,褐头鸫,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,远东树莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,黄腹山雀,1300121003,2,河北,100,100,113.82556,38.74806,4
2020,云南柳莺,1300121003,2,河北,100,100,113.82556,38.74806,2
2020,冠纹柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,沼泽山雀,1300121003,2,河北,100,100,113.82556,38.74806,2
2020,红胁绣眼鸟,1300121003,2,河北,100,100,113.82556,38.74806,2
2020,紫啸鸫,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,褐头山雀,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,山噪鹛,1300121003,2,河北,100,100,113.82556,38.74806,2
2020,大鹰鹃,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,大山雀,1300121003,2,河北,100,100,113.82556,38.74806,3
2020,云南柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,极北柳莺,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,紫啸鸫,1300121003,2,河北,100,100,113.82556,38.74806,1
2020,黄腹山雀,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,紫啸鸫,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,紫啸鸫,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,冠纹柳莺,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,极北柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,大山雀,1300121002,2,河北,100,100,113.8025,38.73667,6
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,大鹰鹃,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,大山雀,1300121002,2,河北,100,100,113.8025,38.73667,5
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,极北柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,山麻雀,1300121001,2,河北,100,100,113.81472,38.68389,4
2020,鹪鹩,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,黄腹山雀,1300121002,2,河北,100,100,113.8025,38.73667,3
2020,黄腹山雀,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,大山雀,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,黄腹山雀,1300121002,2,河北,100,100,113.8025,38.73667,3
2020,星鸦,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,冠纹柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,鹪鹩,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,沼泽山雀,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,云南柳莺,1300121002,2,河北,100,100,113.8025,38.73667,2
2020,褐柳莺,1300121002,2,河北,100,100,113.8025,38.73667,3
2020,星鸦,1300121002,2,河北,100,100,113.8025,38.73667,1
2020,北红尾鸲,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,棕头鸦雀,1300121006,2,河北,100,100,113.75666,38.56186,8
2020,喜鹊,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,白鹡鸰,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,山麻雀,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,冠鱼狗,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,星头啄木鸟,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,山斑鸠,1300121006,2,河北,100,100,113.75666,38.56186,3
2020,灰鹡鸰,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,麻雀,1300121006,2,河北,100,100,113.75666,38.56186,3
2020,褐河乌,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,红尾水鸲,1300121006,2,河北,100,100,113.75666,38.56186,4
2020,喜鹊,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,棕头鸦雀,1300121006,2,河北,100,100,113.75666,38.56186,6
2020,戴胜,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,红嘴蓝鹊,1300121006,2,河北,100,100,113.75666,38.56186,4
2020,戴胜,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,喜鹊,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,红嘴蓝鹊,1300121006,2,河北,100,100,113.75666,38.56186,2
2020,蓝翡翠,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,三道眉草鹀,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,北红尾鸲,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,褐河乌,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,棕头鸦雀,1300121006,2,河北,100,100,113.75666,38.56186,6
2020,北红尾鸲,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,红胁绣眼鸟,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,灰鹡鸰,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,喜鹊,1300121006,2,河北,100,100,113.75666,38.56186,4
2020,棕头鸦雀,1300121006,2,河北,100,100,113.75666,38.56186,5
2020,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,5
2020,银喉长尾山雀,1300121001,2,河北,100,100,113.81472,38.68389,12
2020,喜鹊,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,灰鹡鸰,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,白鹡鸰,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,2,河北,100,100,113.81472,38.68389,16
2020,灰眉岩鹀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,褐河乌,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,2,河北,100,100,113.81472,38.68389,6
2020,三道眉草鹀,1300121001,2,河北,100,100,113.81472,38.68389,2
2020,黄腹山雀,1300121001,2,河北,100,100,113.81472,38.68389,7
2020,冠纹柳莺,1300121001,2,河北,100,100,113.81472,38.68389,4
2020,大山雀,1300121001,2,河北,100,100,113.81472,38.68389,8
2020,灰眉岩鹀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,2,河北,100,100,113.81472,38.68389,4
2020,灰眉岩鹀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,三道眉草鹀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,2,河北,100,100,113.81472,38.68389,5
2020,灰眉岩鹀,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,红尾水鸲,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,红嘴蓝鹊,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,环颈雉,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,灰鹡鸰,1300121001,2,河北,100,100,113.81472,38.68389,1
2020,红嘴蓝鹊,1300121006,2,河北,100,100,113.75666,38.56186,4
2020,岩鸽,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,棕头鸦雀,1300121006,2,河北,100,100,113.75666,38.56186,5
2020,普通翠鸟,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,北红尾鸲,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,大鹰鹃,1300121006,2,河北,100,100,113.75666,38.56186,1
2020,黑卷尾,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,北红尾鸲,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,大斑啄木鸟,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,金翅雀,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,大山雀,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,白鹡鸰,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,大山雀,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,珠颈斑鸠,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,东方叽喳柳莺,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,喜鹊,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,灰鹡鸰,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,喜鹊,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,白鹡鸰,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,灰眉岩鹀,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,环颈雉,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,黄鹡鸰,1300121001,1,河北,100,100,113.81472,38.68389,3
2020,白鹡鸰,1300121001,1,河北,100,100,113.81472,38.68389,4
2020,大鹰鹃,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,三道眉草鹀,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,红胁绣眼鸟,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,山噪鹛,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,黄腹山雀,1300121001,1,河北,100,100,113.81472,38.68389,4
2020,乌鸫,1300121001,1,河北,100,100,113.81472,38.68389,1
2020,棕头鸦雀,1300121001,1,河北,100,100,113.81472,38.68389,5
2020,沼泽山雀,1300121001,1,河北,100,100,113.81472,38.68389,2
2020,金翅雀,1300121001,1,河北,100,100,113.81472,38.68389,2
